Date,tweet_id,text,name
Sat Jan 09 17:14:25 +0000 2021,1347954893898870784,  😂😂 i already offered an uncapped note for that one!,APompliano
Sat Jan 09 16:59:20 +0000 2021,1347951097894359042,Looks like about 250 submissions so far. Don't send long book-length summaries. Just tell me who you are and what you're building in a few concise sentences.,APompliano
Sat Jan 09 16:56:17 +0000 2021,1347950331725041665, You get a phone call with the good stuff too :),APompliano
Sat Jan 09 16:53:09 +0000 2021,1347949544173166610,"  Chamath has a number of years head start on me, so I'll learn anything I can from him :)",APompliano
Sat Jan 09 16:01:14 +0000 2021,1347936476412194818, Haha I’ll call you with the good stuff,APompliano
Sat Jan 09 15:53:21 +0000 2021,1347934495119433732, You’ll be my first call :),APompliano
Sat Jan 09 15:47:17 +0000 2021,1347932966228529154,6 minutes in and I already have 30+ pitches to look through. Keep them coming. Apologies if I take a little longer to get back to everyone but I'll do my best.,APompliano
Sat Jan 09 15:44:52 +0000 2021,1347932359518257152," People have asked but I'm not interested. I enjoy investing at the earliest stages of the company and then doubling and tripling down as they grow. 

I want to be friends with all the SPACs though so they can help us get into the public markets 😂🙏🏽",APompliano
Sat Jan 09 15:42:46 +0000 2021,1347931830377447425, I'm a seed investor in multiple billion dollar companies. Some in crypto and some outside of crypto.,APompliano
Sat Jan 09 15:40:55 +0000 2021,1347931367032688641, Interesting. Will read it. Thanks for highlighting this one,APompliano
Sat Jan 09 15:40:13 +0000 2021,1347931189642977280,"If you're building a disruptive company, my goal is to be your first check. 

You don't need a product. You don't need revenue. You don't even need a legal entity yet.

I'll invest in the right person going after the right market.",APompliano
Sat Jan 09 15:28:00 +0000 2021,1347928113884360706," Read this. Lot to unpack in it, but definitely one of the most interesting things I read this past week.",APompliano
Sat Jan 09 15:13:59 +0000 2021,1347924588680904705,"Every founder must build a channel to directly communicate with their customers.

It has become a necessity.",APompliano
Sat Jan 09 15:12:30 +0000 2021,1347924213525577729,"Technology is the great equalizer.

It empowers anyone in the world to educate themself about any topic.

Leverage this weapon to ensure no one controls your mind.",APompliano
Sat Jan 09 14:50:35 +0000 2021,1347918699504816130,  Done. DM me,APompliano
Sat Jan 09 14:49:16 +0000 2021,1347918366766460929,"Enjoyed talking to  for this CNBC article dispelling many of Bitcoin's misconceptions.

",APompliano
Sat Jan 09 14:20:27 +0000 2021,1347911116832309248, :),APompliano
Sat Jan 09 14:18:42 +0000 2021,1347910676644290567,"Every morning I write a letter to 110,000 investors and break down Bitcoin in simple terms.

Subscribers include billionaires, large institutional allocators, and the world’s most successful investors.

Read what the smart money is reading: ",APompliano
Sat Jan 09 14:14:09 +0000 2021,1347909530554949632," Lol I asked Ben if we could do an education session and he responded by blocking me.

Tells you everything you need to know.

These people don’t want to learn. They just want you to blindly follow them like sheep.

Think for yourself. No one is looking out for you.",APompliano
Sat Jan 09 14:07:32 +0000 2021,1347907865743388673,"Over the last year, you could have been 95% cash and 5% Bitcoin in your portfolio and you would have still beaten the S&amp;P 500.

It is more risky now to not own Bitcoin.",APompliano
Sat Jan 09 14:01:32 +0000 2021,1347906354720210949,  😂😂😂😂😂,APompliano
Sat Jan 09 13:59:49 +0000 2021,1347905922975358977," I respect you guys so much, but the combination of refusing to learn about this more deeply &amp; feeling confident enough to keep sharing I’ll-informed opinions is shocking to me.

Really, really surprised the entire team is taking this tact. Can we please have an education session?",APompliano
Sat Jan 09 13:57:56 +0000 2021,1347905447882326018," Man, there are some HORRIBLE takes coming out of Ritzholtz on Bitcoin.

Y’all don’t have to be so salty that you missed the best performing asset of the last decade.

It has no fundamentals? Really? 🤷🏽‍♂️",APompliano
Sat Jan 09 13:54:52 +0000 2021,1347904678596669442,"What was the best article you read this week?

Any topic is fair game.",APompliano
Sat Jan 09 13:53:19 +0000 2021,1347904285888147457,Good morning to everyone except the people who truly believe capitalism and democracy are bad,APompliano
Sat Jan 09 04:52:26 +0000 2021,1347768167574208512," Retweet if you think I should go on ’s podcast to talk about personal freedom, individual liberties, Bitcoin, and…",APompliano
Sat Jan 09 04:01:10 +0000 2021,1347755265714745345,   😂😂😂 only true bitcoiners want the price to go down,APompliano
Sat Jan 09 04:00:20 +0000 2021,1347755055961829377,   🔥🔥🔥,APompliano
Sat Jan 09 01:34:44 +0000 2021,1347718414622748673," I ain't the smartest guy, but I know how to speel",APompliano
Sat Jan 09 01:31:52 +0000 2021,1347717694179717120,"Social media users stormed the Capitol building, while social media CEOs stormed the White House",APompliano
Sat Jan 09 01:00:48 +0000 2021,1347709877565747202,The most valuable skill in today's world is the ability to think for yourself.,APompliano
Fri Jan 08 23:26:37 +0000 2021,1347686175557955585,"Twitter just deplatformed the sitting President of the United States.

Let that sink in. ",APompliano
Fri Jan 08 23:25:40 +0000 2021,1347685933563437059, Glad you think it is likely too :),APompliano
Fri Jan 08 22:45:10 +0000 2021,1347675742084222977," If you enjoy my tweets, you should sign up for my newsletter.

Every day I breakdown the money &amp; business behind sports —…",APompliano
Fri Jan 08 19:43:07 +0000 2021,1347629929798709251,   🙏🏼🙏🏼🙏🏼,APompliano
Fri Jan 08 16:41:49 +0000 2021,1347584303429988357,    it may be time 👀🔥,APompliano
Fri Jan 08 15:50:43 +0000 2021,1347571442557333505,  i don't know.  whats up with that?!? :),APompliano
Fri Jan 08 15:27:44 +0000 2021,1347565659446681603,"Retweet if you think I should go on ’s podcast to talk about personal freedom, individual liberties, Bitcoin, and why the bottom 50% of Americans are being screwed by central banks.  ",APompliano
Fri Jan 08 15:23:06 +0000 2021,1347564492461260800,     👀🙏🏼,APompliano
Fri Jan 08 13:25:36 +0000 2021,1347534924153290753,We're going to decentralize the world and document it with memes on Twitter,APompliano
Fri Jan 08 13:21:41 +0000 2021,1347533939804680195,   Short it then :),APompliano
Fri Jan 08 13:08:49 +0000 2021,1347530698719174656, True,APompliano
Fri Jan 08 12:58:31 +0000 2021,1347528106387656704," Yes, I think it is more than 50% likely at the current moment that it accelerates, but time will tell",APompliano
Fri Jan 08 12:57:44 +0000 2021,1347527909381189637," Yes you can buy a fraction of a Bitcoin. I don’t make recommendations on specific products. Will let others do that, but a simple google search should turn up a large, regulated, well respected solution",APompliano
Fri Jan 08 12:55:45 +0000 2021,1347527413610262529,"  The growth rate is actually likely to accelerate, rather than decelerate, because of the institutional and corporate adoption happening now.",APompliano
Fri Jan 08 12:55:04 +0000 2021,1347527238988800000," There will be A LOT of volatility along the way, including major crashes",APompliano
Fri Jan 08 12:52:25 +0000 2021,1347526573008842752,"Bitcoin has a 200%+ compound annual growth rate over the last 9 years.

Even if that slowed by 50% over the next 9 years, Bitcoin will still reach $1 million before 2030.

Everyone is underestimating this beast.",APompliano
Fri Jan 08 12:41:47 +0000 2021,1347523896497623041,Never bet against innovation,APompliano
Fri Jan 08 12:33:40 +0000 2021,1347521855662522368,"$41,000",APompliano
Fri Jan 08 04:39:53 +0000 2021,1347402623075414018, Thank  who speaks highly of you :),APompliano
Fri Jan 08 04:27:44 +0000 2021,1347399566119854081," Do you want to learn more about Bitcoin?

I write a daily letter to over 100,000 investors that explains everything in simp…",APompliano
Fri Jan 08 03:45:24 +0000 2021,1347388910528245761,   This was a great one. Enjoyed listening to both of you,APompliano
Fri Jan 08 03:33:53 +0000 2021,1347386011630841856,"Once you understand asymmetrical investing, you become addicted to finding the next opportunity.",APompliano
Fri Jan 08 03:28:40 +0000 2021,1347384699971391492, 😂😂😂😂 time stamp has me dying,APompliano
Fri Jan 08 03:02:33 +0000 2021,1347378129334054912, I've always said that the videos will eventually be found. I don't worry about views when I create them :),APompliano
Fri Jan 08 02:55:08 +0000 2021,1347376260662620160, Just glad that  is paying out all that interest to Bitcoin holders :),APompliano
Fri Jan 08 02:54:13 +0000 2021,1347376032727367680,     :) Jimmy is the GOAT,APompliano
Fri Jan 08 02:45:11 +0000 2021,1347373756470222855, Enjoyed doing this! Thanks for having me and asking different questions :),APompliano
Fri Jan 08 02:24:29 +0000 2021,1347368547043979264," Bitcoin is a 10x improvement on gold.

We will one day see a $1M Bitcoin price, which is only 2x the gold market cap.

Ever…",APompliano
Fri Jan 08 01:44:49 +0000 2021,1347358565783269376,"Given the current circumstances, we are about to see which financial advisors are open minded &amp; which ones are aren’t.

Basically every institution on Wall Street is buying bitcoin.

Are you gonna get your clients exposure now or do you still think you’re smarter than everyone?",APompliano
Fri Jan 08 01:25:34 +0000 2021,1347353719801851909,  🔥🔥🔥🔥,APompliano
Fri Jan 08 00:58:25 +0000 2021,1347346889709137922, :),APompliano
Fri Jan 08 00:02:47 +0000 2021,1347332889814433800, nice to meet you :),APompliano
Thu Jan 07 23:45:40 +0000 2021,1347328580246794243, you ain't wrong,APompliano
Thu Jan 07 22:59:50 +0000 2021,1347317048402128896,   Thank you. Got to get  up next! :),APompliano
Thu Jan 07 22:58:23 +0000 2021,1347316682495291393,   Appreciate the kind words. Just learning alongside everyone else 🙏🏼,APompliano
Thu Jan 07 22:56:15 +0000 2021,1347316144223498240, 🙏🏼🙏🏼🙏🏼,APompliano
Thu Jan 07 22:55:59 +0000 2021,1347316078486106114,   In Miami at the moment so doing the best with what I have!,APompliano
Thu Jan 07 22:54:56 +0000 2021,1347315814333083648,   🙏🏼🙏🏼🙏🏼,APompliano
Thu Jan 07 22:53:17 +0000 2021,1347315397339607046," Thanks for having me, Melissa! Always fun",APompliano
Thu Jan 07 22:47:19 +0000 2021,1347313895279644673, 🙏🏼🙏🏼🙏🏼,APompliano
Thu Jan 07 22:46:52 +0000 2021,1347313784172535814,  :),APompliano
Thu Jan 07 22:45:49 +0000 2021,1347313517163143168, 🙏🏼🙏🏼🙏🏼,APompliano
Thu Jan 07 22:43:25 +0000 2021,1347312914080927749,"Bitcoin is a 10x improvement on gold.

We will one day see a $1M Bitcoin price, which is only 2x the gold market cap.

Everyone is underestimating Bitcoin’s potential. I explain with  &amp;  ",APompliano
Thu Jan 07 22:39:48 +0000 2021,1347312003409465350,  :),APompliano
Thu Jan 07 22:39:22 +0000 2021,1347311895838150662,"Great summary from  on comments from  and I today on CNBC

",APompliano
Thu Jan 07 22:38:47 +0000 2021,1347311749071036416, appreciate you watching!,APompliano
Thu Jan 07 22:38:34 +0000 2021,1347311695673384963,  Appreciate you tuning in 🙏🏽,APompliano
Thu Jan 07 22:35:44 +0000 2021,1347310983283404800, have to let them know,APompliano
Thu Jan 07 22:35:03 +0000 2021,1347310811144978434,  lets get after it!,APompliano
Thu Jan 07 22:34:39 +0000 2021,1347310708158038017, let's get it,APompliano
Thu Jan 07 22:34:22 +0000 2021,1347310638142525441,  :),APompliano
Thu Jan 07 22:34:16 +0000 2021,1347310610829238273, let's roll,APompliano
Thu Jan 07 22:34:04 +0000 2021,1347310562116595714,  bang bang!,APompliano
Thu Jan 07 21:51:22 +0000 2021,1347299818331365377, :),APompliano
Thu Jan 07 21:33:19 +0000 2021,1347295271890333697, 😂😂🔥🔥🔥,APompliano
Thu Jan 07 21:13:07 +0000 2021,1347290190117801988,Conviction is a superpower,APompliano
Thu Jan 07 21:06:01 +0000 2021,1347288405672079361,  Looking forward to it!,APompliano
Thu Jan 07 21:05:10 +0000 2021,1347288191808770048,   They have been. Maybe he needs to come on mine and learn about it though :),APompliano
Thu Jan 07 21:03:23 +0000 2021,1347287742368149507,👀  &amp; Bitcoin crossover? ,APompliano
Thu Jan 07 20:04:12 +0000 2021,1347272845899030529, Given $BTC is going nuts again (teetering around $40k) also posting this clip from earlier with  where I ask about…,APompliano
Thu Jan 07 19:56:21 +0000 2021,1347270869668782081, Bitcoin is significantly undervalued. Will appreciate hundreds of percent from here by end of year.,APompliano
Thu Jan 07 19:28:05 +0000 2021,1347263759191048194,   Completely fair decision but I’m sending this meme out of pure necessity 🖤😜 ,APompliano
Thu Jan 07 18:39:38 +0000 2021,1347251563522363392,"Do you want to learn more about Bitcoin?

I write a daily letter to over 100,000 investors that explains everything in simple terms.

Readers include billionaires and Chief Investment Officers at the world’s largest institutions.

Subscribe here: ",APompliano
Thu Jan 07 18:33:09 +0000 2021,1347249932684701697,"I’ll be on  tonight at 5:40p EST.

Get your popcorn ready 🔥",APompliano
Thu Jan 07 18:13:28 +0000 2021,1347244978821541890, 🙏🏼,APompliano
Thu Jan 07 18:11:16 +0000 2021,1347244426654060552,"$40,000",APompliano
Thu Jan 07 17:50:04 +0000 2021,1347239091155382277, 😂🔥,APompliano
Thu Jan 07 17:40:06 +0000 2021,1347236582135365634," Bitcoin is the single greatest protector of purchasing power in the world.

 and  were great this AM a…",APompliano
Thu Jan 07 17:38:27 +0000 2021,1347236166119153671, lol no but good idea,APompliano
Thu Jan 07 17:21:42 +0000 2021,1347231950482894848,"Mark Zuckerberg and Facebook just deplatformed the President of the United States.

Let that sink in for a second. ",APompliano
Thu Jan 07 17:08:19 +0000 2021,1347228584155488258, :),APompliano
Thu Jan 07 17:06:42 +0000 2021,1347228179107377152,   I'd be down if they would. Guys?,APompliano
Thu Jan 07 17:04:40 +0000 2021,1347227665242198018," You were supposed to delete your account weeks ago, Ramp!",APompliano
Thu Jan 07 17:02:12 +0000 2021,1347227043814117377,"$39,000",APompliano
Thu Jan 07 17:01:10 +0000 2021,1347226785604382723,Meme lord  is now the richest man in the world.,APompliano
Thu Jan 07 14:31:00 +0000 2021,1347188993994215427,"Congrats to  - one of the best operators in the industry 🔥

",APompliano
Thu Jan 07 14:26:49 +0000 2021,1347187943589502976,"   4am. The blue tie will make an appearance again one day, but this morning was not one of those days :)",APompliano
Thu Jan 07 14:03:01 +0000 2021,1347181952168828934,"New episode with  is live!

- Investing
- Markets
- Wealth creation
- Social justice issues
- The virus
- Anatomy of riots
- Mind alteration
- Bitcoin
- Conspiracy theories
- The political landscape

Enjoy!

",APompliano
Thu Jan 07 13:25:10 +0000 2021,1347172425151217667,  Big facts,APompliano
Thu Jan 07 13:21:27 +0000 2021,1347171491025137665,No one is going to look out for you like you look out for yourself.,APompliano
Thu Jan 07 13:04:26 +0000 2021,1347167210092064768,  DM me and we can discuss it more. Would love your perspective,APompliano
Thu Jan 07 13:00:11 +0000 2021,1347166140729090049,  Bitcoin already is money.,APompliano
Thu Jan 07 12:58:10 +0000 2021,1347165633331548160,    Definitely,APompliano
Thu Jan 07 12:57:12 +0000 2021,1347165388572930061,"   Individuals, then corporations, then central banks.",APompliano
Thu Jan 07 12:49:36 +0000 2021,1347163476410691584,    True. It is okay.  forgives me,APompliano
Thu Jan 07 12:46:07 +0000 2021,1347162599411113987,"Bitcoin is the single greatest protector of purchasing power in the world.

 and  were great this AM as we discussed why everyone wants Bitcoin now. ",APompliano
Thu Jan 07 12:35:36 +0000 2021,1347159951131750400,  Thanks for having me!,APompliano
Thu Jan 07 12:35:26 +0000 2021,1347159912976179200," $BTC market cap has topped $600bn, making it ~ 17th largest 'currency' in the world

 and I speak to …",APompliano
Thu Jan 07 12:31:30 +0000 2021,1347158920998100994,"$38,000",APompliano
Thu Jan 07 09:33:53 +0000 2021,1347114223562858497,"Woke up for a 4am  segment with  and  to talk about the recent price discovery of Bitcoin.

Need a nap. Will share links later this morning.",APompliano
Thu Jan 07 09:28:57 +0000 2021,1347112979268055041,   Jim! Hope you're doing well :),APompliano
Thu Jan 07 09:06:04 +0000 2021,1347107221633695744, 🔥🔥🔥🔥,APompliano
Thu Jan 07 04:07:17 +0000 2021,1347032031159607297,   Honestly I think it’s even better than that,APompliano
Thu Jan 07 04:06:04 +0000 2021,1347031726405595136,   The next Pomp is preparing his appearance shortly. He may be the wildest one yet :),APompliano
Thu Jan 07 04:05:27 +0000 2021,1347031569589014528,   👀 come on Charlie!,APompliano
Thu Jan 07 03:43:41 +0000 2021,1347026091119173632,Bitcoin just became a $700 billion market cap asset for the first time in history.,APompliano
Thu Jan 07 03:07:51 +0000 2021,1347017073948565507," I'm interviewing  tomorrow.

She is the Mental Conditioning Coordinator for the New York Yankees.

What que…",APompliano
Thu Jan 07 00:14:24 +0000 2021,1346973422518214658,"    Yes, Bitcoin is a ponzi scheme. You figured it out. Congratulations!

Ok, everyone. Time to go home. Puru found 2013's arguments and has solved the issue. 

😂",APompliano
Thu Jan 07 00:07:55 +0000 2021,1346971791563096067,The total crypto market cap has now crossed $1 trillion.,APompliano
Wed Jan 06 23:54:00 +0000 2021,1346968289243705347,"$37,000",APompliano
Wed Jan 06 23:33:21 +0000 2021,1346963094367571968, Lol,APompliano
Wed Jan 06 23:32:23 +0000 2021,1346962848556195841," If anyone wants to learn about Bitcoin, you can sign up for the letter I write to 100,000+ investors each morning: ",APompliano
Wed Jan 06 23:10:06 +0000 2021,1346957244357816321,"I'm interviewing  tomorrow.

She is the Mental Conditioning Coordinator for the New York Yankees.

What questions do you have for her?",APompliano
Wed Jan 06 22:41:50 +0000 2021,1346950128515612682,  🔥🔥🔥,APompliano
Wed Jan 06 21:46:49 +0000 2021,1346936282094706694,"   I'll laugh out loud if he refuses to come on the podcast to have a rational discussion about Bitcoin, but then goes on Real Vision and presents the bear case for an asset he claims to know nothing about.",APompliano
Wed Jan 06 20:51:37 +0000 2021,1346922392816242693,"$36,000",APompliano
Wed Jan 06 19:58:01 +0000 2021,1346908902076665857,Y'all going to lose your minds when a Fortune 100 companies puts Bitcoin on their balance sheet,APompliano
Wed Jan 06 19:04:55 +0000 2021,1346895540429103104,  :) thank you!,APompliano
Wed Jan 06 18:53:49 +0000 2021,1346892748633333769,  Zero,APompliano
Wed Jan 06 18:48:35 +0000 2021,1346891431395393538,Nobody show  this one ,APompliano
Wed Jan 06 18:40:31 +0000 2021,1346889398814715907, Big facts,APompliano
Wed Jan 06 18:35:48 +0000 2021,1346888212258713602,"  I’ll talk to anyone in a conversation. I’m not here to answer your SAT questions though.

Check today’s episode for great example with someone who had questions and what these episodes look like.

 doesn’t want to talk, that’s his issue.",APompliano
Wed Jan 06 18:31:03 +0000 2021,1346887017888702465,It is time.  heard you’re looking to do a deep dive explanation on Bitcoin. DM me to set it up,APompliano
Wed Jan 06 17:57:53 +0000 2021,1346878671546699781, 🔥🔥🔥,APompliano
Wed Jan 06 17:28:58 +0000 2021,1346871391371583491, 🔥🔥,APompliano
Wed Jan 06 17:28:34 +0000 2021,1346871291312279552,  😂😂,APompliano
Wed Jan 06 17:15:25 +0000 2021,1346867983105273858,"  I’m already an investor. Literally kidnapped Jack in nyc for a day when I met him and made him tell me his world plans.

We’ll talk :)",APompliano
Wed Jan 06 17:14:10 +0000 2021,1346867667173597186,  🔥🔥🔥,APompliano
Wed Jan 06 17:12:14 +0000 2021,1346867180453965826, 🔥🔥🔥🔥🔥,APompliano
Wed Jan 06 17:12:00 +0000 2021,1346867123587584000,This is going to be one of the most valuable companies in the world.  and team are not playing around 🚨 ,APompliano
Wed Jan 06 16:31:19 +0000 2021,1346856883668344834,  ,APompliano
Wed Jan 06 16:29:12 +0000 2021,1346856350572310534,"Mood.

(H/t ) ",APompliano
Wed Jan 06 15:51:58 +0000 2021,1346846984217522176, I sleep 8 hours a night. Sometimes more. Except last night. Still not as perfect as  but working on it!,APompliano
Wed Jan 06 15:50:12 +0000 2021,1346846540032319491,I already regret this tweet.,APompliano
Wed Jan 06 15:49:46 +0000 2021,1346846427511717890, The only way to successfully inflate away a debt is to do it quietly.,APompliano
Wed Jan 06 15:48:10 +0000 2021,1346846026896961539,"If you send me good memes, I will no choice but to post them and tag you",APompliano
Wed Jan 06 15:32:16 +0000 2021,1346842024155230211,"Everything is fine. Nothing to see here. 

(h/t ) ",APompliano
Wed Jan 06 15:23:47 +0000 2021,1346839890760265728, :),APompliano
Wed Jan 06 15:23:26 +0000 2021,1346839800695967744, trillions of dollars dumped into economies around the world,APompliano
Wed Jan 06 15:22:22 +0000 2021,1346839532285665280, It took me longer. I'll do better next time :) Appreciate you,APompliano
Wed Jan 06 15:21:32 +0000 2021,1346839325061697537,"The recent monetary stimulus bombs kicked off a global scavenger hunt for the best asset to protect one's wealth in the face of unprecedented market manipulation. 

The institutions are all arriving at the same conclusion simultaneously — Bitcoin is the apex predator of markets.",APompliano
Wed Jan 06 15:09:21 +0000 2021,1346836255850573826,September 2019. It is almost like it was predictable 😉 ,APompliano
Wed Jan 06 15:04:25 +0000 2021,1346835017234849792,"  I don’t debate. We will have a conversation. I just published one today with Mitch Garber where he asked all his questions.

Invitation is still there if you truly want to learn and understand the nuances of this highly complex, yet beautiful system.",APompliano
Wed Jan 06 14:57:04 +0000 2021,1346833167324475400,"  If you subscribed, you would have the answers to your questions. They even were written down :)",APompliano
Wed Jan 06 14:45:47 +0000 2021,1346830328359477248,"  If anyone wants to learn about Bitcoin, they can subscribe to the daily letter I write to 100,000 investors: ",APompliano
Wed Jan 06 14:45:37 +0000 2021,1346830285082660865," If anyone wants to learn about Bitcoin, they can subscribe to the daily letter I write to 100,000 investors: ",APompliano
Wed Jan 06 14:42:33 +0000 2021,1346829511824973825, Volatility is only bad when it goes against you! Looking forward to it,APompliano
Wed Jan 06 14:34:46 +0000 2021,1346827554842419202,"Wall Street thinks linearly.

Silicon Valley thinks exponentially.

Choose your perspective accordingly.",APompliano
Wed Jan 06 14:25:52 +0000 2021,1346825315612553217," Thanks Pomp. I hope people who have lots of questions about Bitcoin as I did, find it useful. I always enjoy talking to yo…",APompliano
Wed Jan 06 14:11:16 +0000 2021,1346821641700048897,Everyone knows they’re going to print a gazillion dollars and no one can do anything to stop them.,APompliano
Wed Jan 06 14:03:30 +0000 2021,1346819687380881408,"New episode is live with !

We discuss Mitch’s numerous business successes, how he currently invests his capital, and then we dive deep into his questions around Bitcoin and cryptocurrencies. 

Enjoy!
",APompliano
Wed Jan 06 11:36:04 +0000 2021,1346782581958848518,"  If you want to discuss in detail, let me know. If you want to troll Twitter for attention, I have more important things to do.

If you believe Bitcoin is so dumb and worthless, I suggest you put your money where your mouth is and short it.

I’m irresponsibly long. You short? 😉",APompliano
Wed Jan 06 11:34:25 +0000 2021,1346782168480174081,"  Many of your questions are easily answered by searching Google.

You’re arguing you are smarter than the market, which never is good place to be.

Bitcoin is $650 billion asset that was used more for transactions last year than PayPal, Apple Pay, or Venmo.

The market has spoken.",APompliano
Wed Jan 06 11:18:16 +0000 2021,1346778103549456384,  I don’t have time to do schoolwork for you. Happy to have you come on the podcast. Much easier and more efficient to have a conversation in that format. Let me know,APompliano
Wed Jan 06 11:16:22 +0000 2021,1346777623754584064, ,APompliano
Wed Jan 06 11:01:52 +0000 2021,1346773977994305536, Majority of the energy used globally is renewable energy and there are studies that suggest Bitcoin miners’ pursuit of low cost energy is actually a material catalyst for renewable energy innovation globally.,APompliano
Wed Jan 06 11:00:42 +0000 2021,1346773681603833856," Happy birthday, Joe!",APompliano
Wed Jan 06 05:07:59 +0000 2021,1346684918810685444,Bitcoin just crossed $650 billion in market cap for the first time in history.,APompliano
Wed Jan 06 04:54:26 +0000 2021,1346681508120190979," Couldn’t sleep. Knew something was going on. Aka missed you, Ramp!",APompliano
Wed Jan 06 04:53:55 +0000 2021,1346681378155458561,"There is literally not enough Bitcoin available for all the institutions that want to buy it.

I have been saying for 18+ months that the halving plus historic money printing was going to be rocket fuel.

You’re living through it now.",APompliano
Wed Jan 06 04:50:43 +0000 2021,1346680571443998721,"$35,000",APompliano
Wed Jan 06 04:01:58 +0000 2021,1346668307039088640," Every morning I write a letter to 100,000+ investors and break down finance and business in simple terms.

Subscribers incl…",APompliano
Wed Jan 06 03:03:20 +0000 2021,1346653548185088001, Puru - love that you're asking these questions. Would love to have a rational conversation with you. I'm even up for having my mind changed. Up for joining the podcast?,APompliano
Wed Jan 06 03:02:37 +0000 2021,1346653367964151809,Follow the traction. Don't argue with the market.,APompliano
Wed Jan 06 00:55:05 +0000 2021,1346621273842053120,  ,APompliano
Wed Jan 06 00:54:18 +0000 2021,1346621079410892801,"Every morning I write a letter to 100,000+ investors and break down finance and business in simple terms.

Subscribers include billionaires, large institutional allocators, and the world’s most successful investors.

Read what the smart money is reading: ",APompliano
Wed Jan 06 00:53:09 +0000 2021,1346620787344728064,"  Yes, I don’t think it’s a bad thing at all. All currencies are religion so it legitimizes Bitcoin in one of the key criteria of currencies.

My point is that it is all religion, rather than only Bitcoin :)",APompliano
Wed Jan 06 00:46:30 +0000 2021,1346619116375961607, The Profile by  is just so good. I just spent 30 minutes obsessing over Martha Stewart's business life... c…,APompliano
Wed Jan 06 00:38:29 +0000 2021,1346617098387255296,"  Oh god, not him too?!? Going to need to see a link to believe it 🙈",APompliano
Wed Jan 06 00:27:01 +0000 2021,1346614213280739329,    😂😂😂,APompliano
Wed Jan 06 00:02:27 +0000 2021,1346608028532006912,       ,APompliano
Tue Jan 05 23:52:13 +0000 2021,1346605454831591429, Don’t even get me started 😂,APompliano
Tue Jan 05 23:51:11 +0000 2021,1346605192842776578,Silicon Valley is conducting an all-out assault on Wall Street and the finance folks are racing to keep up.,APompliano
Tue Jan 05 23:36:31 +0000 2021,1346601501293228032, I learned from you. You can stop virtue signaling now :) ,APompliano
Tue Jan 05 23:25:14 +0000 2021,1346598663112564738, No armed men just show up and kill you if you stop using it :),APompliano
Tue Jan 05 23:23:05 +0000 2021,1346598123766951936,"People calling Bitcoin a religion and refusing to admit that the US dollar is a religion are just first class idiots.

Currency is a belief system.

That is literally how currencies work. People believe in it until they don’t. 

Thank you for coming to my TED talk.",APompliano
Tue Jan 05 21:28:15 +0000 2021,1346569223439601664, Lots of people were skeptical about Northern Data but they keep hitting their milestones.  Congrats to ⁦⁩ and t…,APompliano
Tue Jan 05 20:20:36 +0000 2021,1346552198516404320,"Institutions are trying to buy Bitcoin today and sovereign nations will be trying tomorrow.

",APompliano
Tue Jan 05 18:29:18 +0000 2021,1346524190699106310, 🔥🔥🔥,APompliano
Tue Jan 05 18:15:29 +0000 2021,1346520710798307331, You won't wear them on next CNBC segment. Triple dog dare you!! 😂,APompliano
Tue Jan 05 17:53:45 +0000 2021,1346515244231892993, 🔥🔥🔥,APompliano
Tue Jan 05 17:11:22 +0000 2021,1346504576279736324,  Congrats Andreas :) I'm waiting for the pizza making On Deck track to be launched now.,APompliano
Tue Jan 05 17:07:06 +0000 2021,1346503500654653442,Mastering the 5 minute phone call and the two sentence email should be essential learning in high school,APompliano
Tue Jan 05 17:02:03 +0000 2021,1346502231147892740, Mark can’t wait to see you run then! :),APompliano
Tue Jan 05 15:56:50 +0000 2021,1346485818970566656,   There were 5 of us. There is literally no escalator at the place. We destroyed Auntie Anne’s and Cinnabon 😂,APompliano
Tue Jan 05 15:43:07 +0000 2021,1346482366823485440, Crazy. You and I used to run that place as teenagers and now it is abandoned 🤯,APompliano
Tue Jan 05 14:26:25 +0000 2021,1346463063533367296,"You can learn anything on the internet.

You just have to be motivated to try.",APompliano
Tue Jan 05 13:31:27 +0000 2021,1346449234070016000," Yes, one of the best. Have read almost every one of them",APompliano
Tue Jan 05 13:30:43 +0000 2021,1346449046068731907,"Working on improving the investment memos that I write.

What are some of the best examples you have seen?",APompliano
Tue Jan 05 13:23:25 +0000 2021,1346447209949245454,"New episode with  is live!

Griffin is one of the most well known social media stars in the world, yet he continues to be intellectually curious and humble as he learns how to become a great investor.

Enjoy!

",APompliano
Tue Jan 05 12:56:03 +0000 2021,1346440325800337409,Good morning to everyone except the people who still have their Halloweeen decorations up,APompliano
Tue Jan 05 03:41:11 +0000 2021,1346300688943427584,"I swear  never misses. This piece on software suppliers is worth reading.

 ",APompliano
Tue Jan 05 03:23:49 +0000 2021,1346296317690204160, true,APompliano
Tue Jan 05 03:22:59 +0000 2021,1346296106020442113,Wall Street doesn't want your shitcoin,APompliano
Tue Jan 05 03:03:21 +0000 2021,1346291166778712065,"The more people tell me an investment strategy is stupid, the more interested I usually become.",APompliano
Tue Jan 05 02:50:44 +0000 2021,1346287989220134912, 🔥🔥🔥 (Bitcoin surpasses gold market cap by 2030),APompliano
